SpectrumNumber	Isotope	Detector	Conditions	Voltage (V)	Current (nA)	Temperature (deg)	Energy(keV)	ΔEnergy(keV)	FWHM(keV)	ΔFWHM(keV)	Amplitude	ΔAmplitude	Adj.R^2
07	Ra-226	det1n	vacuum	80	479	24.2	4833.40	1.08	315.81	2.77	28.33	0.20	0.91271
07	Ra-226	det1n	vacuum	80	479	24.2	5472.29	1.08	395.25	2.77	31.41	0.20	0.91271
07	Ra-226	det1n	vacuum	80	479	24.2	6060.02	1.08	286.91	2.77	25.69	0.20	0.91271
07	Ra-226	det1n	vacuum	80	479	24.2	7741.48	0.77	298.65	1.98	25.87	0.14	0.92836
08	Ra-226	det1n	vacuum	90	523	24.2	4855.25	1.23	336.57	3.16	26.58	0.20	0.90340
08	Ra-226	det1n	vacuum	90	523	24.2	5501.63	1.23	408.02	3.16	30.34	0.20	0.90340
08	Ra-226	det1n	vacuum	90	523	24.2	6091.62	1.23	304.06	3.16	24.07	0.20	0.90340
08	Ra-226	det1n	vacuum	90	523	24.2	7781.88	0.86	320.85	2.24	24.80	0.14	0.92237
09	Ra-226	det1n	vacuum	100	565	24.2	4865.46	1.37	357.72	3.56	24.83	0.19	0.89915
09	Ra-226	det1n	vacuum	100	565	24.2	5511.72	1.37	424.82	3.56	29.09	0.19	0.89915
09	Ra-226	det1n	vacuum	100	565	24.2	6104.19	1.37	332.66	3.56	22.59	0.19	0.89915
09	Ra-226	det1n	vacuum	100	565	24.2	7793.76	0.94	342.96	2.50	23.24	0.14	0.91561
10	Ra-226	det1n	vacuum	110	604	24.2	4865.47	1.54	379.83	4.03	23.44	0.18	0.89548
10	Ra-226	det1n	vacuum	110	604	24.2	5515.93	1.54	438.96	4.03	28.20	0.18	0.89548
10	Ra-226	det1n	vacuum	110	604	24.2	6105.65	1.54	350.47	4.03	21.43	0.18	0.89548
10	Ra-226	det1n	vacuum	110	604	24.2	7797.22	1.02	365.32	2.73	22.33	0.13	0.91202
11	Ra-226	det1n	vacuum	120	646	24.2	4865.25	1.66	394.42	4.32	22.54	0.17	0.89917
11	Ra-226	det1n	vacuum	120	646	24.2	5511.47	1.66	453.07	4.32	27.52	0.17	0.89917
11	Ra-226	det1n	vacuum	120	646	24.2	6101.72	1.66	362.98	4.32	20.79	0.17	0.89917
11	Ra-226	det1n	vacuum	120	646	24.2	7798.32	1.06	381.00	2.87	21.91	0.13	0.90940
12	Ra-226	det1n	vacuum	140	732	24.2	4857.41	2.06	422.24	5.17	21.12	0.17	0.89323
12	Ra-226	det1n	vacuum	140	732	24.2	5503.08	2.06	476.01	5.17	25.77	0.17	0.89323
12	Ra-226	det1n	vacuum	140	732	24.2	6096.77	2.06	408.13	5.17	19.22	0.17	0.89323
12	Ra-226	det1n	vacuum	140	732	24.2	7792.20	1.29	411.63	3.55	20.26	0.14	0.88602
13	Ra-226	det1n	vacuum	160	821	24.2	4845.69	2.91	430.24	6.74	18.96	0.18	0.85346
13	Ra-226	det1n	vacuum	160	821	24.2	5502.68	2.91	528.37	6.74	23.51	0.18	0.85346
13	Ra-226	det1n	vacuum	160	821	24.2	6096.67	2.91	403.61	6.74	16.58	0.18	0.85346
13	Ra-226	det1n	vacuum	160	821	24.2	7777.85	1.36	444.13	3.77	18.99	0.13	0.88645
14	Ra-226	det1n	vacuum	180	912	24.2	4840.15	5.52	406.39	11.91	15.66	0.30	0.64424
14	Ra-226	det1n	vacuum	180	912	24.2	5499.31	5.52	592.69	11.91	20.55	0.30	0.64424
14	Ra-226	det1n	vacuum	180	912	24.2	6091.58	5.52	365.50	11.91	13.45	0.30	0.64424
14	Ra-226	det1n	vacuum	180	912	24.2	7768.42	1.56	472.80	4.35	17.88	0.13	0.86876
15	Ra-226	det1n	vacuum	200	982	24.2	4824.04	7.08	419.71	14.00	14.49	0.36	0.65654
15	Ra-226	det1n	vacuum	200	982	24.2	5484.19	7.08	641.32	14.00	19.66	0.36	0.65654
15	Ra-226	det1n	vacuum	200	982	24.2	6079.28	7.08	391.51	14.00	12.03	0.36	0.65654
15	Ra-226	det1n	vacuum	200	982	24.2	7748.25	1.87	504.47	5.30	16.48	0.14	0.83960
